0;-0
0.0138889;-1.49088e-09
0.0277778;-7.1315e-09
0.0416667;-1.81436e-08
0.0555556;-3.48339e-08
0.0694444;-5.64226e-08
0.0833333;-8.09984e-08
0.0972222;-1.05611e-07
0.111111;-1.26501e-07
0.125;-1.39439e-07
0.138889;-1.4016e-07
0.152778;-1.24824e-07
0.166667;-9.04766e-08
0.180556;-3.5441e-08
0.194444;4.03925e-08
0.208333;1.35427e-07
0.222222;2.46387e-07
0.236111;3.6852e-07
0.25;4.95957e-07
0.263889;6.22208e-07
0.277778;7.4073e-07
0.291667;8.45521e-07
0.305556;9.31669e-07
0.319444;9.95787e-07
0.333333;1.03629e-06
0.347222;1.05344e-06
0.361111;1.04921e-06
0.375;1.02688e-06
0.388889;9.90443e-07
0.402778;9.43884e-07
0.416667;8.90402e-07
0.430556;8.3164e-07
0.444444;7.6705e-07
0.458333;6.93476e-07
0.472222;6.0504e-07
0.486111;4.93383e-07
0.5;3.48285e-07
0.513889;1.58656e-07
0.527778;-8.61616e-08
0.541667;-3.94875e-07
0.555556;-7.72631e-07
0.569444;-1.21947e-06
0.583333;-1.72904e-06
0.597222;-2.28766e-06
0.611111;-2.87399e-06
0.625;-3.45934e-06
0.638889;-4.00869e-06
0.652778;-4.48253e-06
0.666667;-4.83924e-06
0.680556;-5.03817e-06
0.694444;-5.04296e-06
0.708333;-4.82501e-06
0.722222;-4.3668e-06
0.736111;-3.66469e-06
0.75;-2.73097e-06
0.763889;-1.59489e-06
0.777778;-3.02472e-07
0.791667;1.085e-06
0.805556;2.49388e-06
0.819444;3.84223e-06
0.833333;5.04505e-06
0.847222;6.02008e-06
0.861111;6.69414e-06
0.875;7.00913e-06
0.888889;6.92761e-06
0.902778;6.43714e-06
0.916667;5.55321e-06
0.930556;4.32018e-06
0.944444;2.81026e-06
0.958333;1.12023e-06
0.972222;-6.3394e-07
0.986111;-2.32424e-06
1;-3.81923e-06
1.01389;-4.99347e-06
1.02778;-5.73726e-06
1.04167;-5.96571e-06
1.05556;-5.62672e-06
1.06944;-4.707e-06
1.08333;-3.23558e-06
1.09722;-1.2845e-06
1.11111;1.03368e-06
1.125;3.57141e-06
1.13889;6.15462e-06
1.15278;8.59352e-06
1.16667;1.06952e-05
1.18056;1.22772e-05
1.19444;1.31805e-05
1.20833;1.32828e-05
1.22222;1.25081e-05
1.23611;1.08347e-05
1.25;8.29947e-06
1.26389;4.99803e-06
1.27778;1.08084e-06
1.29167;-3.25448e-06
1.30556;-7.77447e-06
1.31944;-1.22239e-05
1.33333;-1.63418e-05
1.34722;-1.98783e-05
1.36111;-2.26112e-05
1.375;-2.43605e-05
1.38889;-2.50012e-05
1.40278;-2.44715e-05
