0;-2.77272e-08
20;-3.24007e-08
40;-3.68609e-08
60;-4.1052e-08
80;-4.49195e-08
100;-4.84117e-08
120;-5.14793e-08
140;-5.40768e-08
160;-5.61626e-08
180;-5.76997e-08
200;-5.86562e-08
220;-5.90059e-08
240;-5.87283e-08
260;-5.78092e-08
280;-5.62411e-08
300;-5.40231e-08
320;-5.11612e-08
340;-4.76683e-08
360;-4.35644e-08
380;-3.8876e-08
400;-3.36367e-08
420;-2.78863e-08
440;-2.16706e-08
460;-1.50415e-08
480;-8.05597e-09
500;-7.75877e-10
520;6.73269e-09
540;1.44e-08
560;2.21534e-08
580;2.99178e-08
600;3.76169e-08
620;4.51733e-08
640;5.25099e-08
660;5.95501e-08
680;6.62192e-08
700;7.24446e-08
720;7.8157e-08
740;8.32909e-08
760;8.77854e-08
780;9.15849e-08
800;9.46396e-08
820;9.69063e-08
840;9.83487e-08
860;9.89378e-08
880;9.86525e-08
900;9.74799e-08
920;9.54152e-08
940;9.24621e-08
960;8.8633e-08
980;8.39485e-08
1000;7.84377e-08
1020;7.2138e-08
1040;6.50944e-08
1060;5.73595e-08
1080;4.89932e-08
1100;4.00618e-08
1120;3.06374e-08
1140;2.07978e-08
1160;1.06252e-08
1180;2.05746e-10
1200;-1.03714e-08
1220;-2.10147e-08
1240;-3.16313e-08
1260;-4.21278e-08
1280;-5.24112e-08
1300;-6.23896e-08
1320;-7.19735e-08
1340;-8.10761e-08
1360;-8.96147e-08
1380;-9.75108e-08
1400;-1.04692e-07
1420;-1.11091e-07
1440;-1.16648e-07
1460;-1.2131e-07
1480;-1.25033e-07
1500;-1.2778e-07
1520;-1.29522e-07
1540;-1.30242e-07
1560;-1.2993e-07
1580;-1.28584e-07
1600;-1.26213e-07
1620;-1.22836e-07
1640;-1.1848e-07
1660;-1.13179e-07
1680;-1.0698e-07
1700;-9.9933e-08
1720;-9.20991e-08
1740;-8.35449e-08
1760;-7.43439e-08
1780;-6.45752e-08
1800;-5.43228e-08
1820;-4.3675e-08
1840;-3.27234e-08
1860;-2.15622e-08
1880;-1.0287e-08
1900;1.00548e-09
1920;1.2219e-08
1940;2.32582e-08
1960;3.40297e-08
1980;4.44429e-08
2000;5.44107e-08
2020;6.38506e-08
2040;7.26852e-08
2060;8.08428e-08
2080;8.82583e-08
2100;9.48736e-08
2120;1.00638e-07
