0.0927734;-4.57368e-06;-4.57368e-06;4.98325e-05
0.0927925;-5.44247e-06;-5.44247e-06;5.00741e-05
0.0928116;-6.31594e-06;-6.31594e-06;5.03166e-05
0.0928307;-7.19384e-06;-7.19384e-06;5.05601e-05
0.0928497;-8.07595e-06;-8.07595e-06;5.08044e-05
0.0928688;-8.96202e-06;-8.96202e-06;5.10496e-05
0.0928879;-9.85183e-06;-9.85183e-06;5.12956e-05
0.092907;-1.07451e-05;-1.07451e-05;5.15425e-05
0.092926;-1.16417e-05;-1.16417e-05;5.17901e-05
0.0929451;-1.25412e-05;-1.25412e-05;5.20385e-05
0.0929642;-1.34435e-05;-1.34435e-05;5.22876e-05
0.0929832;-1.43484e-05;-1.43484e-05;5.25375e-05
0.0930023;-1.52554e-05;-1.52554e-05;5.2788e-05
0.0930214;-1.61645e-05;-1.61645e-05;5.30392e-05
0.0930405;-1.70754e-05;-1.70754e-05;5.3291e-05
0.0930595;-1.79878e-05;-1.79878e-05;5.35434e-05
0.0930786;-1.89014e-05;-1.89014e-05;5.37964e-05
0.0930977;-1.98161e-05;-1.98161e-05;5.405e-05
0.0931168;-2.07314e-05;-2.07314e-05;5.43041e-05
0.0931358;-2.16473e-05;-2.16473e-05;5.45587e-05
0.0931549;-2.25634e-05;-2.25634e-05;5.48138e-05
0.093174;-2.34795e-05;-2.34795e-05;5.50694e-05
0.0931931;-2.43953e-05;-2.43953e-05;5.53254e-05
0.0932121;-2.53105e-05;-2.53105e-05;5.55818e-05
0.0932312;-2.62249e-05;-2.62249e-05;5.58386e-05
0.0932503;-2.71383e-05;-2.71383e-05;5.60957e-05
0.0932693;-2.80503e-05;-2.80503e-05;5.63532e-05
0.0932884;-2.89607e-05;-2.89607e-05;5.6611e-05
0.0933075;-2.98693e-05;-2.98693e-05;5.68691e-05
0.0933266;-3.07758e-05;-3.07758e-05;5.71274e-05
0.0933456;-3.16799e-05;-3.16799e-05;5.7386e-05
0.0933647;-3.25813e-05;-3.25813e-05;5.76447e-05
0.0933838;-3.34798e-05;-3.34798e-05;5.79037e-05
0.0934029;-3.43752e-05;-3.43752e-05;5.81628e-05
0.0934219;-3.52671e-05;-3.52671e-05;5.8422e-05
0.093441;-3.61553e-05;-3.61553e-05;5.86814e-05
0.0934601;-3.70396e-05;-3.70396e-05;5.89408e-05
0.0934792;-3.79196e-05;-3.79196e-05;5.92003e-05
0.0934982;-3.87952e-05;-3.87952e-05;5.94598e-05
0.0935173;-3.9666e-05;-3.9666e-05;5.97193e-05
0.0935364;-4.05319e-05;-4.05319e-05;5.99788e-05
0.0935555;-4.13924e-05;-4.13924e-05;6.02383e-05
0.0935745;-4.22475e-05;-4.22475e-05;6.04976e-05
0.0935936;-4.30968e-05;-4.30968e-05;6.07569e-05
0.0936127;-4.394e-05;-4.394e-05;6.10161e-05
0.0936317;-4.4777e-05;-4.4777e-05;6.12751e-05
0.0936508;-4.56074e-05;-4.56074e-05;6.1534e-05
0.0936699;-4.6431e-05;-4.6431e-05;6.17927e-05
0.093689;-4.72476e-05;-4.72476e-05;6.20511e-05
0.093708;-4.80569e-05;-4.80569e-05;6.23094e-05
0.0937271;-4.88586e-05;-4.88586e-05;6.25673e-05
0.0937462;-4.96526e-05;-4.96526e-05;6.2825e-05
0.0937653;-5.04385e-05;-5.04385e-05;6.30824e-05
0.0937843;-5.12161e-05;-5.12161e-05;6.33394e-05
0.0938034;-5.19853e-05;-5.19853e-05;6.3596e-05
0.0938225;-5.27456e-05;-5.27456e-05;6.38523e-05
0.0938416;-5.3497e-05;-5.3497e-05;6.41082e-05
0.0938606;-5.42391e-05;-5.42391e-05;6.43636e-05
0.0938797;-5.49717e-05;-5.49717e-05;6.46186e-05
0.0938988;-5.56947e-05;-5.56947e-05;6.48731e-05
0.0939178;-5.64077e-05;-5.64077e-05;6.51271e-05
0.0939369;-5.71106e-05;-5.71106e-05;6.53806e-05
0.093956;-5.7803e-05;-5.7803e-05;6.56336e-05
0.0939751;-5.84849e-05;-5.84849e-05;6.5886e-05
0.0939941;-5.91559e-05;-5.91559e-05;6.61377e-05
0.0940132;-5.98159e-05;-5.98159e-05;6.63889e-05
0.0940323;-6.04646e-05;-6.04646e-05;6.66394e-05
0.0940514;-6.11019e-05;-6.11019e-05;6.68893e-05
0.0940704;-6.17274e-05;-6.17274e-05;6.71385e-05
0.0940895;-6.23411e-05;-6.23411e-05;6.73869e-05
0.0941086;-6.29427e-05;-6.29427e-05;6.76347e-05
0.0941277;-6.3532e-05;-6.3532e-05;6.78817e-05
0.0941467;-6.41088e-05;-6.41088e-05;6.81279e-05
0.0941658;-6.46729e-05;-6.46729e-05;6.83734e-05
0.0941849;-6.52242e-05;-6.52242e-05;6.8618e-05
0.0942039;-6.57623e-05;-6.57623e-05;6.88618e-05
0.094223;-6.62873e-05;-6.62873e-05;6.91047e-05
0.0942421;-6.67988e-05;-6.67988e-05;6.93467e-05
0.0942612;-6.72967e-05;-6.72967e-05;6.95879e-05
0.0942802;-6.77808e-05;-6.77808e-05;6.98281e-05
0.0942993;-6.82509e-05;-6.82509e-05;7.00674e-05
0.0943184;-6.8707e-05;-6.8707e-05;7.03057e-05
0.0943375;-6.91487e-05;-6.91487e-05;7.05431e-05
0.0943565;-6.9576e-05;-6.9576e-05;7.07794e-05
0.0943756;-6.99887e-05;-6.99887e-05;7.10147e-05
0.0943947;-7.03867e-05;-7.03867e-05;7.12489e-05
0.0944138;-7.07697e-05;-7.07697e-05;7.14821e-05
0.0944328;-7.11377e-05;-7.11377e-05;7.17142e-05
0.0944519;-7.14906e-05;-7.14906e-05;7.19452e-05
0.094471;-7.18281e-05;-7.18281e-05;7.21751e-05
0.0944901;-7.21501e-05;-7.21501e-05;7.24038e-05
0.0945091;-7.24566e-05;-7.24566e-05;7.26314e-05
0.0945282;-7.27473e-05;-7.27473e-05;7.28578e-05
0.0945473;-7.30222e-05;-7.30222e-05;7.3083e-05
0.0945663;-7.32812e-05;-7.32812e-05;7.33069e-05
0.0945854;-7.35242e-05;-7.35242e-05;7.35296e-05
0.0946045;-7.37509e-05;-7.37509e-05;7.37511e-05
0.0946236;-7.39614e-05;-7.39614e-05;7.39712e-05
0.0946426;-7.41556e-05;-7.41556e-05;7.41901e-05
0.0946617;-7.43332e-05;-7.43332e-05;7.44077e-05
0.0946808;-7.44944e-05;-7.44944e-05;7.46239e-05
0.0946999;-7.46389e-05;-7.46389e-05;7.48388e-05
0.0947189;-7.47667e-05;-7.47667e-05;7.50523e-05
0.094738;-7.48777e-05;-7.48777e-05;7.52644e-05
0.0947571;-7.49718e-05;-7.49718e-05;7.54751e-05
0.0947762;-7.50491e-05;-7.50491e-05;7.56844e-05
0.0947952;-7.51093e-05;-7.51093e-05;7.58923e-05
0.0948143;-7.51525e-05;-7.51525e-05;7.60987e-05
0.0948334;-7.51786e-05;-7.51786e-05;7.63036e-05
0.0948524;-7.51875e-05;-7.51875e-05;7.6507e-05
0.0948715;-7.51793e-05;-7.51793e-05;7.67089e-05
0.0948906;-7.51538e-05;-7.51538e-05;7.69093e-05
0.0949097;-7.51111e-05;-7.51111e-05;7.71082e-05
0.0949287;-7.50511e-05;-7.50511e-05;7.73055e-05
0.0949478;-7.49738e-05;-7.49738e-05;7.75013e-05
0.0949669;-7.48791e-05;-7.48791e-05;7.76954e-05
0.094986;-7.47671e-05;-7.47671e-05;7.7888e-05
0.095005;-7.46377e-05;-7.46377e-05;7.80789e-05
0.0950241;-7.4491e-05;-7.4491e-05;7.82682e-05
0.0950432;-7.43269e-05;-7.43269e-05;7.84558e-05
0.0950623;-7.41454e-05;-7.41454e-05;7.86418e-05
0.0950813;-7.39466e-05;-7.39466e-05;7.88261e-05
0.0951004;-7.37305e-05;-7.37305e-05;7.90087e-05
0.0951195;-7.3497e-05;-7.3497e-05;7.91896e-05
0.0951385;-7.32463e-05;-7.32463e-05;7.93688e-05
0.0951576;-7.29783e-05;-7.29783e-05;7.95463e-05
0.0951767;-7.2693e-05;-7.2693e-05;7.9722e-05
0.0951958;-7.23906e-05;-7.23906e-05;7.98959e-05
0.0952148;-7.2071e-05;-7.2071e-05;8.0068e-05
0.0952339;-7.17344e-05;-7.17344e-05;8.02384e-05
0.095253;-7.13806e-05;-7.13806e-05;8.0407e-05
0.0952721;-7.10099e-05;-7.10099e-05;8.05737e-05
0.0952911;-7.06223e-05;-7.06223e-05;8.07387e-05
0.0953102;-7.02178e-05;-7.02178e-05;8.09017e-05
0.0953293;-6.97966e-05;-6.97966e-05;8.1063e-05
0.0953484;-6.93586e-05;-6.93586e-05;8.12223e-05
0.0953674;-6.8904e-05;-6.8904e-05;8.13798e-05
0.0953865;-6.84329e-05;-6.84329e-05;8.15354e-05
0.0954056;-6.79453e-05;-6.79453e-05;8.16891e-05
0.0954247;-6.74413e-05;-6.74413e-05;8.18409e-05
0.0954437;-6.69211e-05;-6.69211e-05;8.19907e-05
0.0954628;-6.63848e-05;-6.63848e-05;8.21386e-05
0.0954819;-6.58324e-05;-6.58324e-05;8.22846e-05
0.0955009;-6.52641e-05;-6.52641e-05;8.24286e-05
0.09552;-6.468e-05;-6.468e-05;8.25706e-05
0.0955391;-6.40803e-05;-6.40803e-05;8.27107e-05
0.0955582;-6.34649e-05;-6.34649e-05;8.28488e-05
0.0955772;-6.28342e-05;-6.28342e-05;8.29849e-05
0.0955963;-6.21881e-05;-6.21881e-05;8.31189e-05
0.0956154;-6.1527e-05;-6.1527e-05;8.3251e-05
0.0956345;-6.08508e-05;-6.08508e-05;8.3381e-05
0.0956535;-6.01597e-05;-6.01597e-05;8.3509e-05
0.0956726;-5.9454e-05;-5.9454e-05;8.36349e-05
0.0956917;-5.87337e-05;-5.87337e-05;8.37588e-05
0.0957108;-5.79991e-05;-5.79991e-05;8.38807e-05
0.0957298;-5.72503e-05;-5.72503e-05;8.40004e-05
0.0957489;-5.64874e-05;-5.64874e-05;8.41181e-05
0.095768;-5.57106e-05;-5.57106e-05;8.42337e-05
0.095787;-5.49202e-05;-5.49202e-05;8.43472e-05
0.0958061;-5.41162e-05;-5.41162e-05;8.44586e-05
0.0958252;-5.3299e-05;-5.3299e-05;8.45678e-05
0.0958443;-5.24686e-05;-5.24686e-05;8.4675e-05
0.0958633;-5.16252e-05;-5.16252e-05;8.478e-05
0.0958824;-5.07692e-05;-5.07692e-05;8.48829e-05
0.0959015;-4.99006e-05;-4.99006e-05;8.49837e-05
0.0959206;-4.90196e-05;-4.90196e-05;8.50823e-05
0.0959396;-4.81265e-05;-4.81265e-05;8.51788e-05
0.0959587;-4.72216e-05;-4.72216e-05;8.52731e-05
0.0959778;-4.63049e-05;-4.63049e-05;8.53652e-05
0.0959969;-4.53767e-05;-4.53767e-05;8.54552e-05
0.0960159;-4.44373e-05;-4.44373e-05;8.5543e-05
0.096035;-4.34869e-05;-4.34869e-05;8.56287e-05
0.0960541;-4.25256e-05;-4.25256e-05;8.57121e-05
0.0960732;-4.15538e-05;-4.15538e-05;8.57934e-05
0.0960922;-4.05716e-05;-4.05716e-05;8.58724e-05
0.0961113;-3.95793e-05;-3.95793e-05;8.59493e-05
0.0961304;-3.85772e-05;-3.85772e-05;8.60239e-05
0.0961494;-3.75654e-05;-3.75654e-05;8.60964e-05
0.0961685;-3.65443e-05;-3.65443e-05;8.61666e-05
0.0961876;-3.5514e-05;-3.5514e-05;8.62347e-05
0.0962067;-3.44748e-05;-3.44748e-05;8.63005e-05
0.0962257;-3.34271e-05;-3.34271e-05;8.63641e-05
0.0962448;-3.23709e-05;-3.23709e-05;8.64254e-05
0.0962639;-3.13067e-05;-3.13067e-05;8.64846e-05
0.096283;-3.02346e-05;-3.02346e-05;8.65415e-05
0.096302;-2.91549e-05;-2.91549e-05;8.65962e-05
0.0963211;-2.80679e-05;-2.80679e-05;8.66486e-05
0.0963402;-2.69738e-05;-2.69738e-05;8.66988e-05
0.0963593;-2.5873e-05;-2.5873e-05;8.67468e-05
0.0963783;-2.47656e-05;-2.47656e-05;8.67925e-05
0.0963974;-2.36521e-05;-2.36521e-05;8.6836e-05
0.0964165;-2.25325e-05;-2.25325e-05;8.68773e-05
0.0964355;-2.14072e-05;-2.14072e-05;8.69163e-05
0.0964546;-2.02766e-05;-2.02766e-05;8.69531e-05
0.0964737;-1.91408e-05;-1.91408e-05;8.69876e-05
0.0964928;-1.80002e-05;-1.80002e-05;8.70199e-05
0.0965118;-1.68549e-05;-1.68549e-05;8.705e-05
0.0965309;-1.57055e-05;-1.57055e-05;8.70778e-05
0.09655;-1.4552e-05;-1.4552e-05;8.71033e-05
0.0965691;-1.33948e-05;-1.33948e-05;8.71267e-05
